consultation_id,consultant_id,customer_id,start_time,end_time,consultation_date,resolution_type,satisfaction_score
14297,1,215,2025-06-13 13:26:11,2025-06-13 14:06:11,2025-06-13,반려,5
14298,6,198,2025-07-15 12:20:06,2025-07-15 12:36:06,2025-07-15,완료,3
14299,7,3262,2025-08-11 10:30:18,2025-08-11 10:38:18,2025-08-11,완료,5
14300,4,737,2025-05-01 13:00:23,2025-05-01 13:30:23,2025-05-01,보류,3
14301,1,2234,2025-08-07 13:38:04,2025-08-07 14:04:04,2025-08-07,반려,5
14302,20,1902,2025-04-23 13:23:00,2025-04-23 14:00:00,2025-04-23,완료,4
14303,18,2821,2025-01-10 13:00:23,2025-01-10 13:28:23,2025-01-10,완료,3
14304,6,168,2025-04-17 13:42:00,2025-04-17 14:04:00,2025-04-17,완료,4
14305,19,1973,2025-01-31 10:24:22,2025-01-31 10:41:22,2025-01-31,보류,3
14306,14,581,2025-05-09 11:14:18,2025-05-09 11:47:18,2025-05-09,이관,5
14307,9,313,2025-01-21 17:47:39,2025-01-21 17:54:39,2025-01-21,보류,3
14308,16,90,2025-07-03 13:38:09,2025-07-03 14:13:09,2025-07-03,보류,4
14309,18,1800,2025-06-20 14:48:16,2025-06-20 14:54:16,2025-06-20,완료,5
14310,13,4010,2025-06-23 15:39:11,2025-06-23 16:05:11,2025-06-23,보류,5
14311,5,2593,2025-07-30 15:38:33,2025-07-30 15:48:33,2025-07-30,이관,3
14312,4,1503,2025-08-20 17:15:30,2025-08-20 17:58:30,2025-08-20,완료,4
14313,8,4723,2025-03-24 13:38:04,2025-03-24 13:52:04,2025-03-24,완료,3
14314,11,1290,2025-02-06 14:32:50,2025-02-06 14:48:50,2025-02-06,완료,4
14315,14,2887,2025-03-25 16:38:18,2025-03-25 16:44:18,2025-03-25,보류,5
14316,7,716,2025-03-14 13:25:57,2025-03-14 13:35:57,2025-03-14,완료,3
14317,3,1235,2025-02-06 15:16:20,2025-02-06 15:21:20,2025-02-06,완료,4
14318,3,3268,2025-08-07 15:27:00,2025-08-07 15:56:00,2025-08-07,반려,4
14319,6,2086,2025-04-21 14:26:06,2025-04-21 14:36:06,2025-04-21,완료,5
14320,11,4621,2025-07-30 16:58:49,2025-07-30 17:29:49,2025-07-30,반려,4
14321,9,2991,2025-04-08 14:45:44,2025-04-08 15:13:44,2025-04-08,반려,4
14322,5,4074,2025-04-10 14:40:06,2025-04-10 15:04:06,2025-04-10,보류,3
14323,2,1488,2025-08-01 14:46:05,2025-08-01 15:02:05,2025-08-01,반려,4
14324,14,2306,2025-03-10 14:52:49,2025-03-10 15:29:49,2025-03-10,보류,3
14325,18,140,2025-07-11 14:28:48,2025-07-11 14:36:48,2025-07-11,이관,5
14326,7,1728,2025-07-08 13:39:46,2025-07-08 13:51:46,2025-07-08,반려,4
14327,7,2705,2025-03-05 13:46:59,2025-03-05 14:07:59,2025-03-05,완료,3
14328,18,4841,2025-04-09 17:43:04,2025-04-09 18:17:04,2025-04-09,완료,4
14329,18,2419,2025-05-02 15:36:47,2025-05-02 15:45:47,2025-05-02,완료,4
14330,20,4813,2025-05-12 13:47:02,2025-05-12 14:08:02,2025-05-12,완료,5
14331,5,4911,2025-01-22 15:45:45,2025-01-22 16:02:45,2025-01-22,이관,5
14332,11,4299,2025-07-04 16:35:35,2025-07-04 17:01:35,2025-07-04,반려,5
14333,19,3338,2025-06-11 11:07:42,2025-06-11 11:34:42,2025-06-11,보류,4
14334,18,3618,2025-05-21 14:41:51,2025-05-21 15:03:51,2025-05-21,이관,3
14335,8,2239,2025-06-13 15:55:27,2025-06-13 16:01:27,2025-06-13,완료,3
14336,10,3181,2025-05-15 16:04:40,2025-05-15 16:42:40,2025-05-15,반려,4
14337,11,2643,2025-01-10 14:09:00,2025-01-10 14:30:00,2025-01-10,반려,4
14338,7,3467,2025-04-16 17:58:10,2025-04-16 18:36:10,2025-04-16,반려,4
14339,11,1347,2025-03-25 15:34:06,2025-03-25 15:49:06,2025-03-25,보류,3
14340,4,2143,2025-06-09 14:53:24,2025-06-09 15:14:24,2025-06-09,반려,3
14341,3,1538,2025-05-22 10:59:05,2025-05-22 11:13:05,2025-05-22,이관,3
14342,2,1529,2025-01-15 09:37:12,2025-01-15 10:09:12,2025-01-15,이관,4
14343,13,2615,2025-01-30 09:02:38,2025-01-30 09:44:38,2025-01-30,완료,3
14344,20,382,2025-01-30 10:17:08,2025-01-30 10:47:08,2025-01-30,반려,5
14345,11,1527,2025-06-16 14:04:21,2025-06-16 14:32:21,2025-06-16,이관,5
14346,17,4041,2025-05-08 14:33:14,2025-05-08 15:10:14,2025-05-08,반려,4
14347,15,1494,2025-03-20 17:03:21,2025-03-20 17:12:21,2025-03-20,보류,4
14348,7,74,2025-05-01 15:43:00,2025-05-01 16:16:00,2025-05-01,보류,5
14349,17,1154,2025-05-01 10:13:05,2025-05-01 10:46:05,2025-05-01,보류,5
14350,5,960,2025-02-04 13:36:10,2025-02-04 13:44:10,2025-02-04,반려,5
14351,2,1773,2025-05-19 16:55:40,2025-05-19 17:27:40,2025-05-19,반려,3
14352,5,111,2025-06-30 13:09:32,2025-06-30 13:22:32,2025-06-30,완료,4
14353,18,1790,2025-06-20 17:58:16,2025-06-20 18:36:16,2025-06-20,보류,5
14354,6,3504,2025-07-30 17:42:42,2025-07-30 18:16:42,2025-07-30,이관,4
14355,8,547,2025-04-08 14:09:44,2025-04-08 14:16:44,2025-04-08,반려,5
14356,1,2964,2025-08-01 16:21:12,2025-08-01 16:59:12,2025-08-01,보류,3
14357,11,1343,2025-02-25 13:15:17,2025-02-25 13:37:17,2025-02-25,이관,5
14358,7,4553,2025-04-30 12:47:40,2025-04-30 13:16:40,2025-04-30,이관,5
14359,10,4494,2025-08-11 15:19:51,2025-08-11 15:30:51,2025-08-11,반려,4
14360,11,3456,2025-05-05 09:10:23,2025-05-05 09:52:23,2025-05-05,반려,5
14361,3,1533,2025-05-12 17:55:34,2025-05-12 18:03:34,2025-05-12,보류,3
14362,15,151,2025-01-15 16:18:57,2025-01-15 16:28:57,2025-01-15,완료,3
14363,11,3382,2025-05-12 10:41:33,2025-05-12 11:02:33,2025-05-12,반려,4
14364,15,1102,2025-05-07 14:00:39,2025-05-07 14:33:39,2025-05-07,반려,4
14365,3,3216,2025-03-12 15:48:22,2025-03-12 16:08:22,2025-03-12,보류,4
14366,13,4040,2025-07-15 15:52:48,2025-07-15 16:06:48,2025-07-15,완료,3
14367,17,2452,2025-01-20 12:53:33,2025-01-20 13:18:33,2025-01-20,이관,3
14368,20,4957,2025-04-30 13:38:15,2025-04-30 14:05:15,2025-04-30,이관,3
14369,7,4019,2025-05-21 14:34:15,2025-05-21 14:55:15,2025-05-21,반려,3
14370,4,793,2025-03-28 09:16:50,2025-03-28 09:21:50,2025-03-28,반려,3
14371,14,757,2025-03-27 13:26:02,2025-03-27 14:03:02,2025-03-27,이관,4
14372,7,4337,2025-08-19 13:44:44,2025-08-19 14:27:44,2025-08-19,보류,4
14373,8,4968,2025-04-03 09:02:24,2025-04-03 09:09:24,2025-04-03,이관,5
14374,6,538,2025-07-16 17:08:15,2025-07-16 17:36:15,2025-07-16,반려,5
14375,19,1557,2025-06-06 13:09:06,2025-06-06 13:48:06,2025-06-06,반려,5
14376,8,2205,2025-05-15 14:47:57,2025-05-15 14:54:57,2025-05-15,완료,3
14377,2,2407,2025-07-01 15:15:40,2025-07-01 15:34:40,2025-07-01,보류,5
14378,14,4771,2025-06-26 15:53:19,2025-06-26 16:37:19,2025-06-26,보류,4
14379,1,3328,2025-03-14 15:16:17,2025-03-14 15:59:17,2025-03-14,반려,5
14380,19,1387,2025-06-04 09:59:40,2025-06-04 10:35:40,2025-06-04,이관,4
14381,12,1050,2025-06-23 15:05:11,2025-06-23 15:43:11,2025-06-23,이관,3
14382,19,454,2025-06-24 14:08:36,2025-06-24 14:15:36,2025-06-24,완료,4
14383,13,3533,2025-04-04 14:59:31,2025-04-04 15:17:31,2025-04-04,보류,5
14384,3,1807,2025-06-23 13:07:18,2025-06-23 13:22:18,2025-06-23,보류,5
14385,20,4578,2025-02-05 12:36:35,2025-02-05 12:43:35,2025-02-05,보류,3
14386,2,1057,2025-01-08 11:28:00,2025-01-08 11:49:00,2025-01-08,보류,4
14387,14,601,2025-06-02 13:30:46,2025-06-02 13:48:46,2025-06-02,이관,4
14388,1,1675,2025-04-23 09:34:07,2025-04-23 09:40:07,2025-04-23,반려,3
14389,8,4765,2025-07-14 17:46:31,2025-07-14 17:57:31,2025-07-14,보류,4
14390,9,205,2025-01-31 14:43:10,2025-01-31 15:08:10,2025-01-31,이관,4
14391,7,4625,2025-01-13 15:24:52,2025-01-13 15:43:52,2025-01-13,보류,3
14392,12,189,2025-05-19 14:51:11,2025-05-19 15:18:11,2025-05-19,보류,4
14393,1,2431,2025-03-03 14:59:47,2025-03-03 15:29:47,2025-03-03,보류,4
14394,12,1625,2025-05-05 15:52:24,2025-05-05 16:27:24,2025-05-05,보류,3
14395,12,1229,2025-03-31 15:20:52,2025-03-31 15:50:52,2025-03-31,보류,4
14396,15,2091,2025-03-19 16:04:48,2025-03-19 16:22:48,2025-03-19,보류,4
14397,15,1761,2025-04-02 15:58:23,2025-04-02 16:16:23,2025-04-02,이관,3
14398,9,524,2025-02-27 14:52:24,2025-02-27 15:22:24,2025-02-27,이관,3
14399,2,3325,2025-07-17 09:43:42,2025-07-17 10:05:42,2025-07-17,완료,4
14400,13,525,2025-04-29 14:35:07,2025-04-29 15:10:07,2025-04-29,보류,5
14401,20,4267,2025-03-26 15:53:44,2025-03-26 16:27:44,2025-03-26,보류,5
14402,16,3649,2025-05-14 13:18:49,2025-05-14 13:40:49,2025-05-14,이관,5
14403,14,633,2025-01-20 13:26:51,2025-01-20 13:59:51,2025-01-20,완료,5
14404,10,2555,2025-08-18 11:50:48,2025-08-18 12:06:48,2025-08-18,반려,4
14405,5,3141,2025-03-13 15:40:22,2025-03-13 15:55:22,2025-03-13,이관,3
14406,10,3189,2025-01-01 14:32:25,2025-01-01 15:04:25,2025-01-01,보류,3
14407,20,4255,2025-07-22 15:55:14,2025-07-22 16:31:14,2025-07-22,보류,4
14408,1,685,2025-04-24 09:11:00,2025-04-24 09:25:00,2025-04-24,완료,3
14409,16,2136,2025-07-02 12:06:26,2025-07-02 12:29:26,2025-07-02,완료,3
14410,4,99,2025-07-07 13:09:37,2025-07-07 13:34:37,2025-07-07,보류,4
14411,7,1967,2025-06-03 13:34:38,2025-06-03 14:06:38,2025-06-03,반려,5
14412,4,4811,2025-06-02 12:56:50,2025-06-02 13:06:50,2025-06-02,완료,5
14413,8,1834,2025-03-31 15:22:45,2025-03-31 15:30:45,2025-03-31,이관,3
14414,5,4755,2025-07-08 12:59:23,2025-07-08 13:24:23,2025-07-08,보류,4
14415,7,1396,2025-02-27 13:57:51,2025-02-27 14:31:51,2025-02-27,보류,4
14416,3,3432,2025-03-17 11:57:06,2025-03-17 12:04:06,2025-03-17,완료,5
14417,14,236,2025-05-08 11:16:51,2025-05-08 11:31:51,2025-05-08,이관,4
14418,16,2199,2025-02-14 15:05:38,2025-02-14 15:37:38,2025-02-14,보류,5
14419,14,2663,2025-01-23 15:38:50,2025-01-23 15:48:50,2025-01-23,이관,4
14420,8,3855,2025-02-21 15:32:03,2025-02-21 16:10:03,2025-02-21,완료,4
14421,8,4496,2025-05-27 13:02:04,2025-05-27 13:16:04,2025-05-27,반려,3
14422,5,4159,2025-04-08 11:43:37,2025-04-08 11:54:37,2025-04-08,보류,3
14423,18,2525,2025-07-07 14:29:54,2025-07-07 14:39:54,2025-07-07,반려,3
14424,19,838,2025-06-18 13:40:47,2025-06-18 14:07:47,2025-06-18,반려,5
14425,6,2167,2025-03-18 12:42:24,2025-03-18 12:47:24,2025-03-18,보류,5
14426,10,3973,2025-04-02 16:11:10,2025-04-02 16:30:10,2025-04-02,보류,4
14427,14,2474,2025-03-24 12:15:51,2025-03-24 12:54:51,2025-03-24,완료,4
14428,16,726,2025-03-14 13:13:47,2025-03-14 13:40:47,2025-03-14,이관,5
14429,2,2310,2025-02-19 12:31:39,2025-02-19 12:51:39,2025-02-19,완료,5
14430,11,4634,2025-01-31 14:03:46,2025-01-31 14:27:46,2025-01-31,이관,3
14431,10,1047,2025-02-25 17:18:07,2025-02-25 17:38:07,2025-02-25,완료,5
14432,15,1074,2025-04-25 15:41:48,2025-04-25 15:52:48,2025-04-25,완료,5
14433,9,4920,2025-01-10 13:18:37,2025-01-10 13:54:37,2025-01-10,이관,5
14434,2,1953,2025-07-23 14:38:25,2025-07-23 15:07:25,2025-07-23,보류,5
14435,7,2215,2025-03-13 17:47:01,2025-03-13 18:07:01,2025-03-13,완료,5
14436,17,1769,2025-08-07 13:21:54,2025-08-07 13:57:54,2025-08-07,반려,4
14437,19,919,2025-07-17 13:02:47,2025-07-17 13:08:47,2025-07-17,완료,5
14438,7,3328,2025-06-26 15:57:53,2025-06-26 16:32:53,2025-06-26,이관,5
14439,4,3320,2025-06-18 15:00:11,2025-06-18 15:36:11,2025-06-18,완료,5
14440,4,1546,2025-05-22 13:40:18,2025-05-22 14:20:18,2025-05-22,완료,4
14441,12,2456,2025-04-28 09:34:53,2025-04-28 09:47:53,2025-04-28,보류,4
14442,6,1687,2025-04-22 12:07:05,2025-04-22 12:45:05,2025-04-22,완료,3
14443,5,4641,2025-05-21 14:11:01,2025-05-21 14:49:01,2025-05-21,보류,5
14444,5,4409,2025-05-23 13:57:54,2025-05-23 14:39:54,2025-05-23,이관,5
14445,8,4281,2025-05-28 10:56:40,2025-05-28 11:40:40,2025-05-28,완료,3
14446,3,3938,2025-07-07 14:50:15,2025-07-07 15:27:15,2025-07-07,완료,5
14447,11,1073,2025-01-06 14:10:05,2025-01-06 14:29:05,2025-01-06,보류,4
14448,8,4087,2025-07-29 14:10:52,2025-07-29 14:36:52,2025-07-29,반려,5
14449,11,2727,2025-03-03 14:54:04,2025-03-03 15:10:04,2025-03-03,보류,5
14450,19,2469,2025-05-28 09:17:37,2025-05-28 09:36:37,2025-05-28,반려,3
14451,17,500,2025-03-04 09:59:08,2025-03-04 10:31:08,2025-03-04,보류,5
14452,4,3246,2025-03-31 15:32:19,2025-03-31 16:09:19,2025-03-31,보류,5
14453,12,643,2025-02-11 17:03:41,2025-02-11 17:22:41,2025-02-11,보류,3
14454,6,165,2025-06-04 14:53:06,2025-06-04 15:04:06,2025-06-04,이관,4
14455,17,923,2025-01-09 14:58:03,2025-01-09 15:22:03,2025-01-09,보류,4
14456,7,4232,2025-03-10 14:27:38,2025-03-10 14:57:38,2025-03-10,반려,4
14457,11,1796,2025-06-26 16:31:12,2025-06-26 16:57:12,2025-06-26,보류,3
14458,20,2002,2025-01-27 13:33:22,2025-01-27 14:10:22,2025-01-27,완료,5
14459,10,290,2025-08-19 15:13:27,2025-08-19 15:26:27,2025-08-19,이관,5
14460,2,2351,2025-06-06 14:33:11,2025-06-06 15:00:11,2025-06-06,보류,5
14461,10,3014,2025-06-13 15:29:41,2025-06-13 16:08:41,2025-06-13,보류,3
14462,3,2090,2025-06-09 17:33:24,2025-06-09 18:06:24,2025-06-09,이관,3
14463,4,2638,2025-05-21 10:42:53,2025-05-21 10:51:53,2025-05-21,보류,4
14464,13,2123,2025-03-07 09:00:41,2025-03-07 09:25:41,2025-03-07,보류,3
14465,18,1416,2025-07-11 14:31:28,2025-07-11 14:58:28,2025-07-11,이관,4
14466,6,2673,2025-03-27 13:42:25,2025-03-27 14:12:25,2025-03-27,이관,3
14467,17,3749,2025-01-08 15:27:18,2025-01-08 15:33:18,2025-01-08,완료,3
14468,20,1757,2025-04-16 11:13:04,2025-04-16 11:51:04,2025-04-16,완료,3
14469,19,2809,2025-02-28 15:15:38,2025-02-28 15:58:38,2025-02-28,이관,4
14470,17,1713,2025-03-04 17:47:34,2025-03-04 17:55:34,2025-03-04,완료,5
14471,8,530,2025-01-20 13:34:22,2025-01-20 13:39:22,2025-01-20,완료,5
14472,6,3396,2025-01-24 15:28:38,2025-01-24 15:40:38,2025-01-24,이관,5
14473,7,3592,2025-07-10 15:38:20,2025-07-10 16:19:20,2025-07-10,이관,5
14474,1,4929,2025-07-18 12:27:03,2025-07-18 13:07:03,2025-07-18,보류,4
14475,6,115,2025-02-14 15:53:22,2025-02-14 16:11:22,2025-02-14,보류,5
14476,6,2853,2025-08-20 10:08:48,2025-08-20 10:48:48,2025-08-20,완료,3
14477,11,3087,2025-05-26 14:18:17,2025-05-26 14:59:17,2025-05-26,반려,5
14478,20,2484,2025-03-31 14:01:21,2025-03-31 14:10:21,2025-03-31,완료,4
14479,17,1881,2025-01-17 14:12:58,2025-01-17 14:53:58,2025-01-17,이관,3
14480,13,4003,2025-07-31 16:20:44,2025-07-31 16:51:44,2025-07-31,이관,4
14481,13,2137,2025-02-28 11:40:42,2025-02-28 11:56:42,2025-02-28,완료,3
14482,9,3867,2025-01-22 09:25:17,2025-01-22 09:51:17,2025-01-22,보류,3
14483,13,3428,2025-05-15 13:12:10,2025-05-15 13:24:10,2025-05-15,이관,3
14484,13,2474,2025-03-17 15:08:35,2025-03-17 15:48:35,2025-03-17,완료,4
14485,19,4565,2025-02-14 13:54:02,2025-02-14 14:31:02,2025-02-14,보류,5
14486,2,1514,2025-05-27 14:16:13,2025-05-27 14:40:13,2025-05-27,이관,4
14487,3,4422,2025-04-01 14:36:07,2025-04-01 15:04:07,2025-04-01,완료,4
14488,12,4087,2025-07-11 14:06:49,2025-07-11 14:26:49,2025-07-11,보류,5
14489,3,2561,2025-03-27 15:14:56,2025-03-27 15:50:56,2025-03-27,보류,3
14490,11,164,2025-01-24 09:12:59,2025-01-24 09:38:59,2025-01-24,보류,5
14491,8,905,2025-07-03 10:14:53,2025-07-03 10:54:53,2025-07-03,완료,3
14492,3,3873,2025-02-04 14:28:07,2025-02-04 14:59:07,2025-02-04,반려,3
14493,17,4835,2025-05-27 10:44:52,2025-05-27 11:20:52,2025-05-27,보류,5
14494,19,3205,2025-02-13 17:44:05,2025-02-13 18:25:05,2025-02-13,반려,3
14495,8,4892,2025-05-08 15:38:17,2025-05-08 16:10:17,2025-05-08,보류,5
14496,19,750,2025-08-15 13:01:30,2025-08-15 13:30:30,2025-08-15,반려,4
14497,11,1855,2025-06-23 11:42:32,2025-06-23 12:24:32,2025-06-23,반려,5
14498,19,624,2025-03-28 13:14:28,2025-03-28 13:38:28,2025-03-28,보류,5
14499,11,4945,2025-08-15 14:38:22,2025-08-15 14:49:22,2025-08-15,이관,3
14500,14,205,2025-06-06 17:21:11,2025-06-06 18:03:11,2025-06-06,보류,4
14501,9,4482,2025-08-12 10:06:58,2025-08-12 10:33:58,2025-08-12,완료,3
14502,13,3095,2025-08-08 09:26:11,2025-08-08 09:38:11,2025-08-08,완료,4
14503,3,1292,2025-06-05 09:35:47,2025-06-05 10:07:47,2025-06-05,이관,3
14504,17,4656,2025-03-21 13:38:09,2025-03-21 14:07:09,2025-03-21,반려,4
14505,17,4593,2025-01-03 13:33:44,2025-01-03 14:03:44,2025-01-03,완료,3
14506,2,2394,2025-08-13 13:55:02,2025-08-13 14:09:02,2025-08-13,이관,3
14507,14,3521,2025-08-12 14:51:00,2025-08-12 15:32:00,2025-08-12,반려,5
14508,7,4261,2025-05-07 13:24:37,2025-05-07 13:41:37,2025-05-07,반려,5
14509,13,3129,2025-02-26 17:01:55,2025-02-26 17:06:55,2025-02-26,보류,3
14510,13,1420,2025-03-18 09:58:35,2025-03-18 10:36:35,2025-03-18,반려,5
14511,2,991,2025-08-08 14:35:12,2025-08-08 15:06:12,2025-08-08,보류,3
14512,10,3400,2025-04-04 12:36:12,2025-04-04 12:55:12,2025-04-04,반려,4
14513,8,4689,2025-07-17 13:09:46,2025-07-17 13:25:46,2025-07-17,완료,3
14514,7,3627,2025-01-21 16:55:50,2025-01-21 17:25:50,2025-01-21,반려,5
14515,12,4887,2025-07-15 16:53:20,2025-07-15 17:24:20,2025-07-15,이관,5
14516,15,2555,2025-07-07 14:23:11,2025-07-07 14:28:11,2025-07-07,이관,3
14517,5,929,2025-03-10 14:55:32,2025-03-10 15:11:32,2025-03-10,완료,3
14518,15,4992,2025-05-02 16:23:26,2025-05-02 17:01:26,2025-05-02,반려,4
14519,16,2967,2025-01-31 10:22:01,2025-01-31 10:45:01,2025-01-31,완료,4
14520,1,1935,2025-06-24 12:25:57,2025-06-24 12:42:57,2025-06-24,반려,4
14521,8,4735,2025-03-14 09:17:56,2025-03-14 10:00:56,2025-03-14,보류,4
14522,17,3890,2025-01-02 16:17:12,2025-01-02 16:53:12,2025-01-02,완료,3
14523,2,1818,2025-01-15 16:13:11,2025-01-15 16:35:11,2025-01-15,이관,5
14524,7,4901,2025-01-01 13:04:19,2025-01-01 13:13:19,2025-01-01,완료,4
14525,15,1537,2025-05-28 15:19:55,2025-05-28 15:38:55,2025-05-28,반려,3
14526,17,4231,2025-05-21 10:40:55,2025-05-21 10:56:55,2025-05-21,반려,4
14527,4,590,2025-06-16 14:06:36,2025-06-16 14:18:36,2025-06-16,보류,5
14528,8,4861,2025-06-13 12:48:26,2025-06-13 13:00:26,2025-06-13,반려,3
14529,7,2812,2025-08-20 12:24:24,2025-08-20 13:08:24,2025-08-20,반려,3
14530,8,4582,2025-03-24 13:55:22,2025-03-24 14:35:22,2025-03-24,이관,5
14531,1,2956,2025-08-25 13:43:49,2025-08-25 14:00:49,2025-08-25,이관,4
14532,20,423,2025-04-02 13:45:13,2025-04-02 14:07:13,2025-04-02,반려,5
14533,3,783,2025-08-01 10:42:43,2025-08-01 11:03:43,2025-08-01,반려,3
14534,11,3335,2025-07-28 17:45:52,2025-07-28 18:13:52,2025-07-28,이관,5
14535,19,1916,2025-06-12 15:11:36,2025-06-12 15:36:36,2025-06-12,반려,4
14536,19,2772,2025-07-01 11:17:12,2025-07-01 11:57:12,2025-07-01,보류,4
14537,10,1390,2025-08-07 14:21:13,2025-08-07 15:05:13,2025-08-07,완료,3
14538,9,408,2025-08-13 13:01:20,2025-08-13 13:10:20,2025-08-13,반려,4
14539,18,3483,2025-03-07 13:42:37,2025-03-07 14:14:37,2025-03-07,완료,4
14540,9,1907,2025-05-23 11:31:16,2025-05-23 11:55:16,2025-05-23,이관,4
14541,11,3431,2025-07-25 17:13:44,2025-07-25 17:30:44,2025-07-25,이관,4
14542,11,1434,2025-01-31 14:58:24,2025-01-31 15:31:24,2025-01-31,반려,3
14543,9,3648,2025-01-06 14:16:23,2025-01-06 14:59:23,2025-01-06,보류,4
14544,4,120,2025-06-24 10:50:56,2025-06-24 11:33:56,2025-06-24,완료,5
14545,9,1607,2025-03-06 17:30:07,2025-03-06 17:59:07,2025-03-06,보류,3
14546,16,4152,2025-05-01 14:38:56,2025-05-01 15:10:56,2025-05-01,완료,4
14547,8,4199,2025-06-18 14:07:42,2025-06-18 14:33:42,2025-06-18,보류,5
14548,6,3914,2025-03-03 15:21:47,2025-03-03 15:59:47,2025-03-03,완료,5
14549,18,2467,2025-06-20 09:20:47,2025-06-20 09:42:47,2025-06-20,보류,4
14550,5,2022,2025-01-08 11:03:53,2025-01-08 11:09:53,2025-01-08,완료,5
14551,17,4254,2025-05-02 11:53:37,2025-05-02 12:10:37,2025-05-02,이관,4
14552,10,2591,2025-02-12 10:32:46,2025-02-12 11:02:46,2025-02-12,이관,5
14553,19,116,2025-05-15 11:01:12,2025-05-15 11:38:12,2025-05-15,이관,3
14554,20,2302,2025-07-24 15:32:19,2025-07-24 15:39:19,2025-07-24,이관,3
14555,19,2772,2025-07-14 16:01:12,2025-07-14 16:08:12,2025-07-14,완료,3
14556,20,3631,2025-07-23 15:19:16,2025-07-23 15:51:16,2025-07-23,이관,4
14557,19,3865,2025-04-21 16:26:24,2025-04-21 16:35:24,2025-04-21,반려,3
14558,20,452,2025-06-23 13:53:44,2025-06-23 14:02:44,2025-06-23,이관,3
14559,14,837,2025-05-19 13:18:13,2025-05-19 13:23:13,2025-05-19,반려,5
14560,7,2198,2025-08-11 15:10:56,2025-08-11 15:21:56,2025-08-11,반려,3
14561,18,3036,2025-05-29 14:10:24,2025-05-29 14:28:24,2025-05-29,이관,4
14562,4,4705,2025-08-07 10:40:30,2025-08-07 11:01:30,2025-08-07,반려,5
14563,19,125,2025-06-23 09:23:12,2025-06-23 09:39:12,2025-06-23,이관,5
14564,1,4919,2025-07-09 10:18:56,2025-07-09 10:34:56,2025-07-09,완료,3
14565,6,3330,2025-07-29 14:21:54,2025-07-29 14:43:54,2025-07-29,이관,3
14566,6,4592,2025-07-07 14:02:55,2025-07-07 14:35:55,2025-07-07,반려,5
14567,1,2525,2025-05-30 17:21:30,2025-05-30 17:54:30,2025-05-30,완료,4
14568,13,1398,2025-04-23 13:23:35,2025-04-23 13:40:35,2025-04-23,보류,4
14569,2,357,2025-01-22 17:47:21,2025-01-22 18:26:21,2025-01-22,완료,3
14570,11,4022,2025-05-22 16:46:26,2025-05-22 17:00:26,2025-05-22,이관,3
14571,7,562,2025-03-14 12:55:15,2025-03-14 13:17:15,2025-03-14,이관,3
14572,7,3139,2025-03-10 10:17:08,2025-03-10 10:32:08,2025-03-10,보류,5
14573,19,2052,2025-03-17 14:54:45,2025-03-17 15:15:45,2025-03-17,완료,5
14574,18,3608,2025-03-11 10:41:57,2025-03-11 11:02:57,2025-03-11,보류,5
14575,1,4234,2025-05-08 10:02:11,2025-05-08 10:40:11,2025-05-08,반려,5
14576,13,2094,2025-03-28 14:18:25,2025-03-28 14:59:25,2025-03-28,완료,3
14577,12,2202,2025-03-28 13:33:13,2025-03-28 14:11:13,2025-03-28,보류,4
14578,19,4604,2025-03-04 09:32:47,2025-03-04 09:55:47,2025-03-04,보류,4
14579,8,826,2025-05-19 16:32:18,2025-05-19 16:43:18,2025-05-19,완료,3
14580,6,4547,2025-06-11 09:39:44,2025-06-11 10:02:44,2025-06-11,이관,3
14581,16,2025,2025-07-02 09:52:19,2025-07-02 10:33:19,2025-07-02,이관,5
14582,11,3645,2025-03-28 16:09:24,2025-03-28 16:47:24,2025-03-28,이관,3
14583,4,900,2025-02-19 17:39:17,2025-02-19 17:58:17,2025-02-19,이관,4
14584,4,3560,2025-01-29 13:12:22,2025-01-29 13:31:22,2025-01-29,보류,5
14585,4,1773,2025-06-04 12:53:46,2025-06-04 13:32:46,2025-06-04,반려,3
14586,2,4075,2025-02-21 15:02:47,2025-02-21 15:35:47,2025-02-21,보류,4
14587,20,1433,2025-05-23 09:56:14,2025-05-23 10:02:14,2025-05-23,보류,3
14588,16,3894,2025-04-08 10:25:26,2025-04-08 10:49:26,2025-04-08,보류,5
14589,13,2655,2025-06-05 10:00:40,2025-06-05 10:32:40,2025-06-05,이관,4
14590,17,4548,2025-03-13 16:39:11,2025-03-13 16:51:11,2025-03-13,완료,3
14591,4,609,2025-07-01 14:25:59,2025-07-01 14:58:59,2025-07-01,보류,3
14592,1,702,2025-02-21 15:58:55,2025-02-21 16:32:55,2025-02-21,반려,3
14593,8,3811,2025-01-24 17:18:55,2025-01-24 17:26:55,2025-01-24,보류,5
14594,1,4322,2025-03-19 13:08:54,2025-03-19 13:29:54,2025-03-19,이관,5
14595,3,2108,2025-04-11 15:57:22,2025-04-11 16:17:22,2025-04-11,완료,4
14596,6,4186,2025-02-19 13:51:16,2025-02-19 13:56:16,2025-02-19,반려,3
14597,16,2045,2025-05-02 17:09:55,2025-05-02 17:33:55,2025-05-02,보류,3
14598,5,2710,2025-01-24 14:06:53,2025-01-24 14:48:53,2025-01-24,반려,3
14599,15,3222,2025-01-03 17:21:41,2025-01-03 17:40:41,2025-01-03,반려,5
14600,5,3324,2025-07-07 15:16:24,2025-07-07 15:31:24,2025-07-07,보류,5
